Subject,Model,FeatureType,accuracy,balanced_accuracy,kappa,sensitivity,specificity,precision,f1
S21,GradientBoosting,Concat,0.5176470588235295,0.5189468503937008,0.037794889100223994,0.1875,0.8503937007874016,0.5581395348837209,0.2807017543859649
S21,KNN,Concat,0.4980392156862745,0.4984621062992126,-0.003073140749846548,0.390625,0.6062992125984252,0.5,0.43859649122807015
S31,LogReg_L2,Concat,0.6,0.5994709645669292,0.1991501939774617,0.734375,0.4645669291338583,0.5802469135802469,0.6482758620689655
S31,LinearSVM,Concat,0.5882352941176471,0.5877214566929134,0.17562117060254323,0.71875,0.4566929133858268,0.5714285714285714,0.6366782006920415
S31,RBF_SVM,Concat,0.5843137254901961,0.5839997539370079,0.1681029176412655,0.6640625,0.5039370078740157,0.5743243243243243,0.6159420289855072
S31,RandomForest,Concat,0.6313725490196078,0.6315206692913387,0.2629604575364368,0.59375,0.6692913385826772,0.6440677966101694,0.6178861788617886
S31,GradientBoosting,Concat,0.5490196078431373,0.5483821358267716,0.09688645252687023,0.7109375,0.3858267716535433,0.5384615384615384,0.6127946127946128
S31,KNN,Concat,0.5529411764705883,0.5525959645669292,0.10526315789473684,0.640625,0.4645669291338583,0.5466666666666666,0.5899280575539568
S34,LogReg_L2,Concat,0.6485355648535565,0.6485994397759103,0.2971572608878309,0.6333333333333333,0.6638655462184874,0.6551724137931034,0.6440677966101694
S34,LinearSVM,Concat,0.6485355648535565,0.6487745098039216,0.29740323370896615,0.5916666666666667,0.7058823529411765,0.6698113207547169,0.6283185840707964
S34,RBF_SVM,Concat,0.6234309623430963,0.622233893557423,0.2450512424540221,0.9083333333333333,0.33613445378151263,0.5797872340425532,0.7077922077922078
S34,RandomForest,Concat,0.5564853556485355,0.5560224089635855,0.1121469124553165,0.6666666666666666,0.44537815126050423,0.547945205479452,0.6015037593984962
S34,GradientBoosting,Concat,0.502092050209205,0.5013655462184874,0.002735018759423502,0.675,0.3277310924369748,0.5031055900621118,0.5765124555160143
S34,KNN,Concat,0.5397489539748954,0.5394957983193277,0.07903033699993,0.6,0.4789915966386555,0.5373134328358209,0.5669291338582677
S39,LogReg_L2,Concat,0.6778242677824268,0.6776610644257703,0.3554341354068158,0.7166666666666667,0.6386554621848739,0.6666666666666666,0.6907630522088354
S39,LinearSVM,Concat,0.6527196652719666,0.6524859943977591,0.30511086979367363,0.7083333333333334,0.5966386554621849,0.6390977443609023,0.6719367588932806
S39,RBF_SVM,Concat,0.5355648535564853,0.5362394957983193,0.07238015315220803,0.375,0.6974789915966386,0.5555555555555556,0.44776119402985076
S39,RandomForest,Concat,0.5732217573221757,0.5731442577030812,0.1463090068637064,0.5916666666666667,0.5546218487394958,0.5725806451612904,0.5819672131147541
S39,GradientBoosting,Concat,0.5606694560669456,0.5605742296918768,0.12116967256172295,0.5833333333333334,0.5378151260504201,0.56,0.5714285714285714
S39,KNN,Concat,0.5104602510460251,0.5116246498599439,0.023194885946833388,0.23333333333333334,0.7899159663865546,0.5283018867924528,0.3236994219653179
