Subject,Model,FeatureType,accuracy,balanced_accuracy,kappa,sensitivity,specificity,precision,f1
S31,LinearSVM,Riemannian_TangentSpace,0.6196078431372549,0.6189714566929134,0.23824335560962095,0.78125,0.4566929133858268,0.591715976331361,0.6734006734006734
S31,RBF_SVM,Riemannian_TangentSpace,0.4980392156862745,0.5,0.0,0.0,1.0,0.0,0.0
S31,RandomForest,Riemannian_TangentSpace,0.611764705882353,0.6115280511811023,0.22315906083638493,0.671875,0.5511811023622047,0.6013986013986014,0.6346863468634686
S31,GradientBoosting,Riemannian_TangentSpace,0.592156862745098,0.5919660433070866,0.18399999999999994,0.640625,0.5433070866141733,0.5857142857142857,0.6119402985074627
S31,KNN,Riemannian_TangentSpace,0.5215686274509804,0.520392470472441,0.04088050314465397,0.8203125,0.2204724409448819,0.5147058823529411,0.6325301204819277
S34,LogReg_L2,Riemannian_TangentSpace,0.5857740585774058,0.5852941176470587,0.17074965829040067,0.7,0.47058823529411764,0.5714285714285714,0.6292134831460674
S34,LinearSVM,Riemannian_TangentSpace,0.5690376569037657,0.5688725490196078,0.13778851879093545,0.6083333333333333,0.5294117647058824,0.5658914728682171,0.5863453815261044
S34,RBF_SVM,Riemannian_TangentSpace,0.606694560669456,0.607107843137255,0.21403582423733558,0.5083333333333333,0.7058823529411765,0.6354166666666666,0.5648148148148148
S34,RandomForest,Riemannian_TangentSpace,0.5523012552301255,0.5528011204481793,0.10549512050089205,0.43333333333333335,0.6722689075630253,0.5714285714285714,0.4928909952606635
S34,GradientBoosting,Riemannian_TangentSpace,0.5188284518828452,0.5197829131652661,0.03948977808841525,0.2916666666666667,0.7478991596638656,0.5384615384615384,0.3783783783783784
S34,KNN,Riemannian_TangentSpace,0.5230125523012552,0.5230742296918767,0.04614199691919907,0.5083333333333333,0.5378151260504201,0.5258620689655172,0.5169491525423728
S39,LogReg_L2,Riemannian_TangentSpace,0.6485355648535565,0.6474789915966387,0.29557894736842105,0.9,0.3949579831932773,0.6,0.72
S39,LinearSVM,Riemannian_TangentSpace,0.5941422594142259,0.5927170868347339,0.185961585729836,0.9333333333333333,0.25210084033613445,0.5572139303482587,0.6978193146417445
S39,RBF_SVM,Riemannian_TangentSpace,0.6527196652719666,0.6522408963585434,0.30476991553639654,0.7666666666666667,0.5378151260504201,0.6258503401360545,0.6891385767790262
S39,RandomForest,Riemannian_TangentSpace,0.5397489539748954,0.5389355742296918,0.07799677351476453,0.7333333333333333,0.3445378151260504,0.5301204819277109,0.6153846153846154
S39,GradientBoosting,Riemannian_TangentSpace,0.5774058577405857,0.5776960784313725,0.15529971655527164,0.5083333333333333,0.6470588235294118,0.5922330097087378,0.547085201793722
S39,KNN,Riemannian_TangentSpace,0.4769874476987448,0.47556022408963583,-0.049018575090417515,0.8166666666666667,0.13445378151260504,0.48756218905472637,0.6105919003115264
S5,LogReg_L2,Riemannian_TangentSpace,0.525691699604743,0.5274340707411573,0.05467679661228053,0.08661417322834646,0.9682539682539683,0.7333333333333333,0.15492957746478872
S5,LinearSVM,Riemannian_TangentSpace,0.5335968379446641,0.5352768403949506,0.07031639262580969,0.11023622047244094,0.9603174603174603,0.7368421052631579,0.1917808219178082
S5,RBF_SVM,Riemannian_TangentSpace,0.525691699604743,0.5273715785526809,0.05455904334828099,0.10236220472440945,0.9523809523809523,0.6842105263157895,0.1780821917808219
S5,RandomForest,Riemannian_TangentSpace,0.549407114624506,0.5509311336082989,0.1015513052146284,0.16535433070866143,0.9365079365079365,0.7241379310344828,0.2692307692307692
S5,GradientBoosting,Riemannian_TangentSpace,0.5019762845849802,0.503405824271966,0.006792123629112634,0.14173228346456693,0.8650793650793651,0.5142857142857142,0.2222222222222222
S5,KNN,Riemannian_TangentSpace,0.5217391304347826,0.5229346331708536,0.04575917209563285,0.2204724409448819,0.8253968253968254,0.56,0.3163841807909605
S9,LogReg_L2,Riemannian_TangentSpace,0.5968379446640316,0.5980814898137733,0.19567385612766475,0.28346456692913385,0.9126984126984127,0.7659574468085106,0.41379310344827586
S9,LinearSVM,Riemannian_TangentSpace,0.5731225296442688,0.5746156730408699,0.14878504672897197,0.1968503937007874,0.9523809523809523,0.8064516129032258,0.31645569620253167
S9,RBF_SVM,Riemannian_TangentSpace,0.616600790513834,0.6175478065241844,0.23464837049742704,0.3779527559055118,0.8571428571428571,0.7272727272727273,0.49740932642487046
S9,RandomForest,Riemannian_TangentSpace,0.6007905138339921,0.6012373453318336,0.20229138700714888,0.4881889763779528,0.7142857142857143,0.6326530612244898,0.5511111111111111
S9,GradientBoosting,Riemannian_TangentSpace,0.5691699604743083,0.5687726534183227,0.1376528346727539,0.6692913385826772,0.46825396825396826,0.5592105263157895,0.6093189964157706
S9,KNN,Riemannian_TangentSpace,0.5652173913043478,0.5650856142982128,0.13020377547193407,0.5984251968503937,0.5317460317460317,0.562962962962963,0.5801526717557252
