metric,class,electrode,mean_rho_distance_vs_metric,std_rho_across_subjects,t_vs_0,p_vs_0,n_subjects
imCoh,L,T8,0.17700279671041774,0.39796844547030263,1.176739982249756,0.27775903535942237,8
imCoh,L,P7,0.17827657378740971,0.3233766137468173,1.4585948976490721,0.18803887058302576,8
imCoh,L,P3,0.2198142414860681,0.3047732140701722,1.9082182775699223,0.09801412652984634,8
imCoh,L,Pz,0.25129319517920523,0.28937907355703746,2.2975375946662795,0.055191001279775234,8
imCoh,L,P4,0.16099071207430338,0.2933653224617613,1.4519145751977198,0.1898258426723404,8
imCoh,L,P8,0.1269349845201238,0.2997274296452314,1.1204793705787686,0.2994741401229134,8
imCoh,L,O1,0.1478328173374613,0.578906379330039,0.6756340649443332,0.5209603298501163,8
imCoh,L,O2,0.18188854489164086,0.37824283652773855,1.2722828025836206,0.24390338428817132,8
imCoh,R,FP1,0.5038699690402477,0.2117719918098367,6.295046950266196,0.000406097430277337,8
imCoh,R,FP2,0.5784313725490196,0.19018840693271216,8.046681640400422,8.782342265875217e-05,8
imCoh,R,F7,0.28431372549019607,0.17299564828681505,4.348221584870211,0.003362143699270764,8
imCoh,R,F3,0.3777089783281734,0.2500893115056649,3.9958685902895765,0.005217285511335207,8
imCoh,R,Fz,0.5060924306766212,0.21555457276828555,6.21185945993321,0.0004401442233207789,8
imCoh,R,F4,0.3562951496388029,0.1787058047118837,5.27497336084087,0.0011543517471594236,8
imCoh,R,F8,0.26393188854489164,0.40211533808812794,1.736561812015141,0.12603900634676168,8
imCoh,R,T7,0.30490992717998966,0.34569938178862836,2.3335761707734797,0.052337590783181474,8
imCoh,R,C3,0.09088614870139403,0.22208207715054726,1.0827625091119697,0.3147953542854572,8
imCoh,R,Cz,0.16503591495751418,0.20438752035862165,2.136353470140666,0.07001027864376567,8
imCoh,R,C4,0.050492304834107785,0.24871650450150593,0.5371178803805712,0.6078281737014996,8
imCoh,R,T8,0.18746792556701905,0.28905787954825657,1.7158968668373438,0.12989042436961942,8
imCoh,R,P7,0.0696594427244582,0.31715702119982264,0.581105098096334,0.5793908194607906,8
imCoh,R,P3,0.18034055727554177,0.3171783226706193,1.5043154961928973,0.1762117578225367,8
imCoh,R,Pz,0.30868732000408544,0.33245618937778254,2.4565940045765413,0.043682880668825384,8
imCoh,R,P4,0.23890608875129,0.18357201303820728,3.443259607353553,0.010789409427949951,8
imCoh,R,P8,0.08617131062951497,0.27906314280322503,0.8169758850417367,0.4408567277570907,8
imCoh,R,O1,0.17982456140350878,0.5009519422203734,0.9497339544910922,0.3738766000207406,8
imCoh,R,O2,0.27502579979360164,0.43013355230927275,1.691683586351147,0.1345451453501081,8
MSC,L,FP1,-0.78328173374613,0.22238643886978304,-9.318772693712818,3.3996601600074876e-05,8
MSC,L,FP2,-0.8402992776057792,0.09197436446597011,-24.172201986072935,5.2779951873329834e-08,8
MSC,L,F7,-0.8284313725490196,0.05892697709504279,-37.19558508004635,2.6394663107644225e-09,8
MSC,L,F3,-0.7659958720330237,0.20038170035264408,-10.113870573684325,1.9854443053327512e-05,8
MSC,L,Fz,-0.8379605666872441,0.19480099008735147,-11.381026692621296,9.064690671047462e-06,8
MSC,L,F4,-0.81656346749226,0.1277105419424559,-16.9165664151558,6.179157720059836e-07,8
MSC,L,F8,-0.8599071207430341,0.036913545510494056,-61.63321243289614,7.772916330032783e-11,8
MSC,L,T7,-0.833592733120887,0.11264148198650613,-19.579634675018813,2.2630286906706647e-07,8
MSC,L,C3,-0.8276853969344897,0.1132601927402841,-19.334681242419975,2.46799993745117e-07,8
MSC,L,Cz,-0.8576067593559004,0.04202239743132161,-53.995353588572435,1.9590262383638932e-10,8
MSC,L,C4,-0.85875758452471,0.08716909748564798,-26.06495960930417,3.129854692666307e-08,8
MSC,L,T8,-0.8664093100292418,0.07928869150665263,-28.910851274876954,1.5243323013562715e-08,8
MSC,L,P7,-0.8454592363261094,0.05647208848845105,-39.610273726974505,1.7025713019989651e-09,8
MSC,L,P3,-0.9161506707946336,0.04358790948628703,-55.609614385158324,1.5946705581612142e-10,8
MSC,L,Pz,-0.9476493898450378,0.030524035923576255,-82.1400099871955,1.0434961392816732e-11,8
MSC,L,P4,-0.9097007223942208,0.0867226204545982,-27.75333432424319,2.0246233632149112e-08,8
MSC,L,P8,-0.881062951496388,0.05680584939353579,-41.035799727294815,1.330545453148046e-09,8
MSC,L,O1,-0.8903508771929824,0.04928165793614922,-47.79967028895188,4.588466795792516e-10,8
MSC,L,O2,-0.8949948400412797,0.07371656156895152,-32.122140819337986,7.3283797553254796e-09,8
MSC,R,FP1,-0.7647058823529411,0.20944856571952333,-9.65975385825002,2.6865993960457873e-05,8
MSC,R,FP2,-0.837719298245614,0.09590828196268826,-23.1095468116059,7.205068049243362e-08,8
MSC,R,F7,-0.8023735810113519,0.05820241307238902,-36.4741054856961,3.0254611935365348e-09,8
MSC,R,F3,-0.7564499484004128,0.19563253846972606,-10.230294297616782,1.840878332511694e-05,8
MSC,R,Fz,-0.8242298787804815,0.20238222506284043,-10.775191752758671,1.305129657907605e-05,8
MSC,R,F4,-0.8204334365325077,0.1486856229497444,-14.599009623686289,1.6897949416748113e-06,8
MSC,R,F8,-0.8774509803921569,0.02011556814501629,-115.40897403599432,9.66914835377867e-13,8
MSC,R,T7,-0.820285223587184,0.11904498495569915,-18.23067730707293,3.698179286351865e-07,8
MSC,R,C3,-0.8149975870018166,0.1206308042754517,-17.87504400120572,4.234066913467467e-07,8
MSC,R,Cz,-0.8557613098276213,0.03733959442140141,-60.63621318117693,8.711255018382555e-11,8
MSC,R,C4,-0.8612174660422691,0.08755063286617701,-26.025708384951322,3.1627440806406194e-08,8
MSC,R,T8,-0.8664093100292418,0.07274862844480012,-31.509921450516114,8.378202774331609e-09,8
MSC,R,P7,-0.8392672858617132,0.0632505500500245,-35.106295836891114,3.9484560622804365e-09,8
MSC,R,P3,-0.9045407636738907,0.0485337938284548,-49.309763828898596,3.692839029651872e-10,8
MSC,R,Pz,-0.9463567293760089,0.03590688766708133,-69.73103825361133,3.279808853776128e-11,8
MSC,R,P4,-0.9143446852425181,0.08469251368563192,-28.563665718139358,1.6578061548918928e-08,8
MSC,R,P8,-0.8831269349845201,0.05938157526565483,-39.347798296337125,1.7833509650638653e-09,8
MSC,R,O1,-0.8844169246646028,0.050398825374921685,-46.428606630253675,5.622054085822343e-10,8
MSC,R,O2,-0.8942208462332301,0.07732194268571005,-30.59785998806905,1.0277144330510373e-08,8
CMI,L,FP1,-0.773219814241486,0.2236458199957112,-9.14726390732347,3.8378884141837363e-05,8
CMI,L,FP2,-0.8392672858617131,0.09649226281570755,-23.012130269379313,7.418771181485886e-08,8
CMI,L,F7,-0.8230134158926727,0.06695829335567235,-32.520076528164985,6.7266669419820855e-09,8
CMI,L,F3,-0.7652218782249742,0.21234656441793318,-9.534351512202063,2.9270438931705716e-05,8
CMI,L,Fz,-0.829540805234984,0.21915449284238997,-10.014664288039244,2.118850894736286e-05,8
CMI,L,F4,-0.8008255933952528,0.16460187440558835,-12.872182478546762,3.965317815830981e-06,8
CMI,L,F8,-0.8433952528379773,0.03478956520137886,-64.14032722240776,5.882472901195768e-11,8
CMI,L,T7,-0.8272619761582516,0.12056756538391351,-18.153551090172424,3.807492422372481e-07,8
CMI,L,C3,-0.8217298943130309,0.11237051081685803,-19.347539932100297,2.456727639630555e-07,8
CMI,L,Cz,-0.8515431394772697,0.043642649819214584,-51.62315732506522,2.681135712578737e-10,8
CMI,L,C4,-0.8629005428700727,0.08580937999935398,-26.605718892666857,2.714271265057366e-08,8
