metric,class,electrode,mean_rho_distance_vs_metric,std_rho_across_subjects,t_vs_0,p_vs_0,n_subjects
CMI,L,T8,-0.8481922338714544,0.10109672351667133,-22.19761073097627,9.51851177163954e-08,8
CMI,L,P7,-0.849329205366357,0.05708696258385689,-39.36299562833857,1.7785561381294626e-09,8
CMI,L,P3,-0.9187306501547987,0.044242696902596954,-54.940882729497524,1.735305694290734e-10,8
CMI,L,Pz,-0.949717646595484,0.030220344939298045,-83.1465264102159,9.582945794017151e-12,8
CMI,L,P4,-0.9084107327141383,0.08572328423378531,-28.037060275349738,1.886549444844881e-08,8
CMI,L,P8,-0.881062951496388,0.05570784251774512,-41.84461924386083,1.1611995434765594e-09,8
CMI,L,O1,-0.8991228070175439,0.04361844071931395,-54.537835517384764,1.826895729608294e-10,8
CMI,L,O2,-0.8968008255933952,0.073670044572032,-32.20728280892484,7.194635733998183e-09,8
CMI,R,FP1,-0.7515479876160991,0.2215249966294395,-8.976003177146644,4.340409400488646e-05,8
CMI,R,FP2,-0.8392672858617132,0.1121763039631094,-19.794666462112044,2.098981749426178e-07,8
CMI,R,F7,-0.792827657378741,0.0691198571961755,-30.34764391952674,1.088100284135138e-08,8
CMI,R,F3,-0.7422600619195047,0.20518071560282847,-9.571248088323472,2.8538558908211037e-05,8
CMI,R,Fz,-0.8264319702372264,0.21815751049018428,-10.022728366526783,2.1076351601413602e-05,8
CMI,R,F4,-0.8160474716202271,0.16419192158714993,-13.149603507040831,3.4335632117869746e-06,8
CMI,R,F8,-0.8630030959752322,0.02465871876482041,-92.5957100369201,4.513739334399123e-12,8
CMI,R,T7,-0.8184764358835741,0.13194861572467423,-16.411578790890616,7.604083140460571e-07,8
CMI,R,C3,-0.8138323799671834,0.12523538252454142,-17.193208843060354,5.52900456460555e-07,8
CMI,R,Cz,-0.8465340621862268,0.047348110790438686,-47.30323063581081,4.935364174351861e-10,8
CMI,R,C4,-0.8652309569393392,0.08290598448424362,-27.61182986894016,2.0977756253139445e-08,8
CMI,R,T8,-0.8447038575859206,0.10968845643114995,-20.374763319530075,1.7200070596447387e-07,8
CMI,R,P7,-0.8335913312693498,0.06699158727592984,-32.92167639667779,6.175935121695686e-09,8
CMI,R,P3,-0.903250773993808,0.051116807539052844,-46.75129442871511,5.356723881307483e-10,8
CMI,R,Pz,-0.9502347107830954,0.03020928433139195,-83.22225393671269,9.522127122430708e-12,8
CMI,R,P4,-0.9097007223942208,0.08214388501697872,-29.30031710155215,1.3889799747486799e-08,8
CMI,R,P8,-0.8836429308565531,0.05532416686755509,-42.258195201087545,1.0842074573345143e-09,8
CMI,R,O1,-0.8949948400412797,0.04929246205958314,-48.03845603356102,4.43158969342204e-10,8
CMI,R,O2,-0.899638802889577,0.07901268401676202,-30.124537241700697,1.1453798832133735e-08,8
CFC,L,FP1,-0.08642930856553148,0.470501025608224,-0.4860147885035003,0.6418011721374575,8
CFC,L,FP2,0.17440660474716202,0.506746828443943,0.9105858729990501,0.3927890600196713,8
CFC,L,F7,-0.14164086687306504,0.38566048917963375,-0.971700549431152,0.3635707524099709,8
CFC,L,F3,-0.1865325077399381,0.3568206594076691,-1.383099924002046,0.20914011588005213,8
CFC,L,Fz,-0.04987089475569473,0.6464563131754627,-0.20410657687866135,0.8440774624684539,8
CFC,L,F4,0.017801857585139302,0.5004441103570408,0.09411498121471455,0.9276551058756781,8
CFC,L,F8,0.06707946336429307,0.367480363418615,0.48295254878535204,0.6438676194024915,8
CFC,L,T7,-0.08385022997449716,0.21663418182288027,-1.0240621033179098,0.33988662498329686,8
CFC,L,C3,-0.013723549519013917,0.21236055822012703,-0.17097854439972748,0.8690779512665134,8
CFC,L,Cz,0.08304522877255108,0.3282846079953495,0.6692882259827071,0.5247641768704362,8
CFC,L,C4,0.05851928662824799,0.2827867825961618,0.5475060676380888,0.6010435722934815,8
CFC,L,T8,0.02635662082403302,0.41283888754746645,0.1689110842117557,0.8706438565523621,8
CFC,L,P7,0.012899896800825622,0.39708723749010333,0.0859506819939861,0.9339124230231568,8
CFC,L,P3,0.002321981424148606,0.4851172862065794,0.012663711584568721,0.9902494564529778,8
CFC,L,Pz,-0.010082751658424899,0.48411451369567565,-0.055103601864301306,0.9575956920632908,8
CFC,L,P4,0.07352941176470587,0.3252877225159125,0.5980568097486745,0.5686385424469427,8
CFC,L,P8,-0.001289989680082565,0.43046234662143357,-0.00792866533885196,0.9938951363558638,8
CFC,L,O1,-0.059081527347781215,0.4601415430002118,-0.33971074948131486,0.7440393781437586,8
CFC,L,O2,0.0036119711042311986,0.4512810927049481,0.02117610828157421,0.9836961512740716,8
CFC,R,FP1,-0.1486068111455108,0.4538898669442114,-0.866238032737773,0.4150609910540035,8
CFC,R,FP2,-0.23400412796697626,0.46886559114403953,-1.3204567365510849,0.2282168254695026,8
CFC,R,F7,0.15608875128998967,0.24993689037198033,1.6523051789325696,0.14245294885529985,8
CFC,R,F3,0.04669762641898867,0.35291920447120834,0.3500809951863165,0.7365749606202766,8
CFC,R,Fz,-0.2050535750604278,0.4142270483599156,-1.309718346985444,0.23163556254901005,8
CFC,R,F4,-0.3235294117647059,0.391000617429807,-2.189199523446003,0.06475524935135217,8
CFC,R,F8,-0.3526831785345717,0.41278113683261297,-2.2605489900975217,0.05828417210451575,8
CFC,R,T7,0.018217076157787518,0.326430497936281,0.14765119507196908,0.886781007253606,8
CFC,R,C3,-0.01786650786437661,0.29987735439338475,-0.1576322316899932,0.8791972896673632,8
CFC,R,Cz,0.11547241334088053,0.378221883403982,0.807756775570037,0.44580736077506966,8
CFC,R,C4,-0.19044661643839111,0.35201832546934764,-1.4313868019736486,0.1954130498272719,8
CFC,R,T8,-0.2289408436283651,0.41153487783098147,-1.4718571130069598,0.184536196210585,8
CFC,R,P7,0.17853457172342618,0.5055537857098478,0.9343379291371983,0.38123087651167176,8
CFC,R,P3,0.0565015479876161,0.4592194399789698,0.3255285635822824,0.7542954063923009,8
CFC,R,Pz,0.15731677908080904,0.42227953102890475,0.985652971365593,0.3571386982414105,8
CFC,R,P4,0.0521155830753354,0.43754594027661803,0.31513233138740343,0.7618476338788307,8
CFC,R,P8,-0.184984520123839,0.36458303522635266,-1.3424185695871482,0.2213617593901039,8
CFC,R,O1,-0.0848813209494324,0.5950897307874944,-0.37737983797783,0.7170726174273482,8
CFC,R,O2,-0.14963880288957687,0.3939803349990911,-1.0048904063502238,0.3484147737322691,8
