subject,metric,mean_kl_edges,std_kl_edges,mean_kl_ns,std_kl_ns,mean_kl_clust,std_kl_clust
9,imCoh,0.6638948144874327,0.29915705515090196,0.5469336831455024,0.22679524869642947,0.42673492085187137,0.2335290253156823
21,imCoh,0.5454103700890126,0.2831596111594598,0.5035619442234849,0.2678325190336369,0.5548924955104716,0.2672731908448761
31,imCoh,0.5536697834765738,0.309873747124503,0.5309570277954571,0.2513986023704972,0.556332233897926,0.3041982909062828
34,imCoh,0.606369322744055,0.29006224966372124,0.6880636033060574,0.2672031733738292,0.5732302067499826,0.2898320363755802
39,imCoh,0.676051753626604,0.32491815017398407,0.6464419604625743,0.304663359205514,0.39309679783513135,0.17427098415896777
1,MSC,0.3905668909326198,0.2954950448145661,0.3881355347339357,0.3205034404641006,0.2592313149865458,0.2261939824786083
2,MSC,0.544986966072238,0.24735158406405072,0.5902313009683506,0.13756231702761618,0.607277656098649,0.10936168814883207
5,MSC,0.6273885507701777,0.31017780687925156,0.7178911843866147,0.35315751250256383,0.8467283566204065,0.3364403024969323
9,MSC,0.52719930882351,0.3257403500518399,0.5033691924631666,0.23473201814963301,0.7681157976349747,0.3343512275212424
21,MSC,0.6565759956293356,0.40728259921177795,0.4801223624410885,0.26721468188291075,0.3793414976561101,0.18867165183803405
31,MSC,0.42334832921424326,0.26521403125275667,0.38522028434631067,0.22842052256293682,0.2774780801733778,0.19484601966941092
34,MSC,0.6792718125591662,0.3218484256532179,0.856472153781682,0.2597476754085461,0.8701174883424779,0.2308349679995178
39,MSC,0.7880198201096235,0.4413608513720835,0.8385725825083366,0.3145310288419385,0.8540031590962577,0.27521373117478715
1,CMI,0.3174999564075466,0.24281384065839143,0.2650919567551006,0.1838038008108053,0.19624372534308976,0.15207101420204622
2,CMI,0.5701470248773748,0.2662193298369066,0.6443515889888219,0.24637300177543242,0.5429936957642711,0.10160346585537906
5,CMI,0.7370014535229125,0.2760151610287029,0.7313421598681584,0.21007577685832227,0.8119737859331516,0.2733451284652192
9,CMI,0.6847377780628141,0.347068410034863,0.6355177190650074,0.31262075562104463,0.5780598113851037,0.2198421390996772
21,CMI,0.5567284544186724,0.29285682622655784,0.48918784100331847,0.22999779376632978,0.4530781219969957,0.16377857445395713
31,CMI,0.6104048707722197,0.40551667435552596,0.4804831040250746,0.2064478528126466,0.5041672169974077,0.22436191464549735
34,CMI,0.6321490878104361,0.3140581514872025,0.7255934140713258,0.31606343092128003,0.8046346334404096,0.3197561646669573
39,CMI,0.7688506379880229,0.48215054414868475,0.8258248625578706,0.49663743968552837,0.8558831063918212,0.335688572372457
1,CFC,0.6289147360641182,0.25746157612313697,0.5817014666034948,0.2926869311100174,0.5668471164041341,0.30322380764777074
2,CFC,0.3636354005086062,0.24122136937710345,0.32210660034464933,0.16479961887997685,0.529085776849799,0.3126667732653544
5,CFC,0.6248935278081624,0.2737804501783831,0.596742033827702,0.37272597697591137,0.634703924063571,0.21037899088582512
9,CFC,0.7445782836518712,0.305720386611979,0.7379063159079662,0.32198417991450873,0.7171532783845396,0.3180342395392902
21,CFC,0.5804628152938515,0.2812421984254694,0.552585294253808,0.35125336704183596,0.49172637251112433,0.2364713134613797
31,CFC,0.6157590720755564,0.26171552107288315,0.6969281630412493,0.3429799563449477,0.5366657097265695,0.2863285884558529
34,CFC,0.5825088981188529,0.27449213087820923,0.5776996617253233,0.20926884663411235,0.4627548764290242,0.21026759622263247
39,CFC,0.6027790435469613,0.23263419586246245,0.8347458406503945,0.5022426022592258,0.6152070719544013,0.2621324233407466
