subject,metric,feature_type,i_idx,j_idx,i_label,j_label,cv,kl
2,imCoh,edges,0,15.0,FP1,P4,2.9725594496560968,0.8424791890191444
2,imCoh,edges,2,3.0,F7,F3,1.9911318310698165,0.653056977297585
2,imCoh,edges,2,5.0,F7,F4,3.3113989239752164,0.5921445458940404
2,imCoh,edges,2,11.0,F7,T8,4.411112389613775,0.788549326684396
2,imCoh,edges,2,12.0,F7,P7,2.624411237676108,0.6082547991363165
2,imCoh,edges,2,15.0,F7,P4,2.622928599475144,0.7081395889857529
2,imCoh,edges,2,16.0,F7,P8,3.419685351932385,0.5835435842066738
2,imCoh,edges,3,9.0,F3,Cz,4.35486986921674,0.8005123932594145
2,imCoh,edges,5,6.0,F4,F8,2.7309710450369,0.6474849140089038
2,imCoh,edges,6,9.0,F8,Cz,4.49793267837647,0.587027629653319
2,imCoh,edges,8,13.0,C3,P3,4.324274922059771,0.7619489376423978
2,imCoh,edges,9,15.0,Cz,P4,3.2474426223062394,0.5700877134425921
2,imCoh,edges,12,13.0,P7,P3,4.638551469429589,0.761773462808779
2,imCoh,ns,3,,F3,,0.42153009389310114,1.1294463950109894
2,imCoh,ns,7,,T7,,0.43058250946281196,0.9727955877428998
5,imCoh,edges,0,10.0,FP1,C4,3.022863110086289,0.8138246082803551
5,imCoh,edges,3,8.0,F3,C3,3.6620929927648387,0.8536096070519571
5,imCoh,edges,3,9.0,F3,Cz,2.872405297521806,0.8484712086084639
5,imCoh,edges,3,15.0,F3,P4,2.7321228669036923,0.8885793121768315
5,imCoh,edges,4,10.0,Fz,C4,1.8702191486242428,0.9508175578495176
5,imCoh,edges,4,14.0,Fz,Pz,3.1161503692122006,0.765000287779915
5,imCoh,edges,5,10.0,F4,C4,2.052883638251255,0.7694206966790619
5,imCoh,edges,6,18.0,F8,O2,3.968214938544806,1.3297491436996447
5,imCoh,edges,8,11.0,C3,T8,2.4205257005054563,0.7542124798128922
5,imCoh,edges,8,12.0,C3,P7,3.7366616247874322,0.7668729717434671
5,imCoh,edges,9,10.0,Cz,C4,2.937578088433591,1.203807051410946
5,imCoh,edges,9,14.0,Cz,Pz,2.239237885456051,0.7205499613694899
5,imCoh,edges,9,15.0,Cz,P4,1.7007400848083034,0.7509486310766286
5,imCoh,edges,10,15.0,C4,P4,1.9662670530855486,0.9375101252853977
5,imCoh,edges,11,17.0,T8,O1,4.069189733898833,0.8838435909095198
9,imCoh,edges,1,17.0,FP2,O1,1.4939264539873869,0.920815035322402
9,imCoh,edges,4,17.0,Fz,O1,1.0561207561061559,1.4511845222437758
9,imCoh,edges,5,12.0,F4,P7,1.0999784603436105,0.9173427636362739
9,imCoh,edges,5,15.0,F4,P4,1.4554884311160916,1.078663598612807
9,imCoh,edges,5,18.0,F4,O2,1.365980848142696,0.7946102454916271
9,imCoh,edges,6,17.0,F8,O1,1.1954386654132327,1.2828046324351963
9,imCoh,edges,8,13.0,C3,P3,1.565632239489434,0.8767094632271578
9,imCoh,edges,8,17.0,C3,O1,1.3830414742527906,1.7477699025068238
9,imCoh,edges,9,18.0,Cz,O2,1.4395487597577104,1.0002678742157511
9,imCoh,edges,10,12.0,C4,P7,1.0699723439636344,0.7856276061566396
9,imCoh,edges,10,14.0,C4,Pz,1.29541791688982,1.426680383466198
9,imCoh,edges,11,13.0,T8,P3,1.4125811958625352,1.2102330111983772
9,imCoh,edges,16,17.0,P8,O1,1.435164898032098,0.88793780022702
9,imCoh,edges,16,18.0,P8,O2,1.226765643559722,1.0549149585678368
9,imCoh,ns,1,,FP2,,0.37461857395306625,0.9056376431491355
9,imCoh,ns,9,,Cz,,0.3559157150723743,0.7050834988806949
21,imCoh,edges,0,13.0,FP1,P3,2.1433225007202736,0.6877283738975005
21,imCoh,edges,1,6.0,FP2,F8,2.6113840653612312,0.6912209682146385
21,imCoh,edges,2,13.0,F7,P3,1.8439293407248947,0.7149276410306691
21,imCoh,edges,4,14.0,Fz,Pz,1.701276718766236,0.6709203243887663
21,imCoh,edges,5,10.0,F4,C4,1.5225430348888735,1.8083485482807773
21,imCoh,edges,6,7.0,F8,T7,2.0732880316859723,0.9703683498366785
21,imCoh,edges,6,10.0,F8,C4,2.3967273436275542,0.889964033032809
21,imCoh,edges,8,12.0,C3,P7,2.0402173408801274,1.0316454091253153
21,imCoh,edges,8,15.0,C3,P4,1.138757932833336,0.6519686859282392
21,imCoh,edges,9,15.0,Cz,P4,1.2275381470559033,0.8500414396836216
21,imCoh,edges,10,15.0,C4,P4,0.9846293986678423,1.4892975738693461
21,imCoh,ns,3,,F3,,0.3993503820259267,0.7573574283112319
21,imCoh,ns,4,,Fz,,0.3903879447737669,0.8632194170072011
21,imCoh,ns,5,,F4,,0.3943836504814612,0.5940180263988774
31,imCoh,edges,0,10.0,FP1,C4,2.002528867229,0.7061915596057236
31,imCoh,edges,0,12.0,FP1,P7,1.2336548233294726,1.4168138514353394
31,imCoh,edges,0,14.0,FP1,Pz,1.5111019842965105,1.0036360726132283
31,imCoh,edges,1,7.0,FP2,T7,1.461681937863918,0.7090622001011789
31,imCoh,edges,3,13.0,F3,P3,1.9114809832124586,0.9588349640382876
31,imCoh,edges,4,12.0,Fz,P7,1.3683626666418198,0.6856867824546506
31,imCoh,edges,4,13.0,Fz,P3,1.6369333565749868,1.3216802733979074
31,imCoh,edges,5,12.0,F4,P7,1.3832512224786968,0.7456938984938511
31,imCoh,edges,5,14.0,F4,Pz,1.507527208665718,0.6779607237923138
31,imCoh,edges,6,7.0,F8,T7,1.5246909590428548,0.886659683744625
31,imCoh,edges,6,12.0,F8,P7,1.5037998244313284,0.7938147125554081
31,imCoh,edges,7,8.0,T7,C3,2.088204815920742,0.7133938713059857
31,imCoh,edges,7,11.0,T7,T8,1.9378745697506652,0.8221538688433381
31,imCoh,edges,8,13.0,C3,P3,1.7524710129736485,1.0178479866253773
31,imCoh,edges,9,14.0,Cz,Pz,1.5157666584522635,0.8671723560679991
31,imCoh,edges,10,18.0,C4,O2,2.036453385087949,1.5224171269463813
31,imCoh,ns,3,,F3,,0.413003289121117,0.9902064807037803
31,imCoh,ns,10,,C4,,0.40631339532061883,1.012653286093221
34,imCoh,edges,0,16.0,FP1,P8,3.257280761720454,1.3809150298722415
34,imCoh,edges,1,12.0,FP2,P7,3.8508652227049036,0.9351133090286814
34,imCoh,edges,1,16.0,FP2,P8,3.2529878478168834,0.7543136033305509
34,imCoh,edges,2,3.0,F7,F3,3.491174864474555,0.9228571456303267
34,imCoh,edges,2,15.0,F7,P4,4.00581519639325,1.0139683595071356
34,imCoh,edges,2,18.0,F7,O2,4.110798155690496,1.3712028585735174
34,imCoh,edges,3,16.0,F3,P8,2.1416232229732137,1.0044777932249813
34,imCoh,edges,4,18.0,Fz,O2,2.9659638487463793,0.7174421773056698
34,imCoh,edges,5,18.0,F4,O2,3.3584399980123507,0.7262437463922023
34,imCoh,edges,9,13.0,Cz,P3,2.8566228516299663,0.7389895523122361
34,imCoh,edges,9,17.0,Cz,O1,2.0296006901660744,0.7605855631475946
34,imCoh,edges,10,18.0,C4,O2,1.4545971692067738,0.8094715398450738
34,imCoh,edges,11,15.0,T8,P4,2.680045403222586,0.8653738219935851
34,imCoh,edges,12,13.0,P7,P3,0.7956562962198144,0.7343005713358585
34,imCoh,edges,13,15.0,P3,P4,4.10848425531699,1.1675255158897433
34,imCoh,edges,13,16.0,P3,P8,2.033665333479706,1.0746156654971482
34,imCoh,edges,13,18.0,P3,O2,1.5515257495239343,1.0606162204203322
34,imCoh,edges,14,17.0,Pz,O1,1.2260650603566767,1.1731717372290826
34,imCoh,edges,14,18.0,Pz,O2,1.0060970494108836,2.1550408995908925
34,imCoh,edges,17,18.0,O1,O2,4.15052592386903,0.732499385530176
34,imCoh,ns,13,,P3,,0.35067209943539035,0.8431312800037026
39,imCoh,edges,0,13.0,FP1,P3,1.1209372267401587,0.8216584156986477
39,imCoh,edges,2,7.0,F7,T7,1.155066666772186,1.310833231985091
39,imCoh,edges,3,7.0,F3,T7,0.9518964978258282,1.0059884662661802
39,imCoh,edges,4,8.0,Fz,C3,0.8666573895208647,0.8169638092558353
39,imCoh,edges,4,11.0,Fz,T8,0.9851375896514174,1.1246447079781652
39,imCoh,edges,4,12.0,Fz,P7,0.8909951369869241,1.2789333792710658
39,imCoh,edges,4,13.0,Fz,P3,0.9379354775793571,1.097142979484943
39,imCoh,edges,4,17.0,Fz,O1,1.2275633711766534,1.0649768797615233
39,imCoh,edges,5,15.0,F4,P4,1.1468067419126262,1.182884692989489
39,imCoh,edges,9,10.0,Cz,C4,0.9698644661816725,0.8435034574827858
39,imCoh,edges,9,12.0,Cz,P7,0.9709073612241992,0.781935031587234
39,imCoh,edges,9,17.0,Cz,O1,1.1054853525934831,0.9644214368838939
39,imCoh,edges,13,17.0,P3,O1,0.8356195110116769,0.8394598473859958
39,imCoh,ns,14,,Pz,,0.38227500204629034,0.7398940310129011
1,MSC,edges,4,9.0,Fz,Cz,0.06064014414939234,0.9448157114458859
1,MSC,edges,4,10.0,Fz,C4,0.08845624587361921,1.0656983447174708
1,MSC,edges,4,14.0,Fz,Pz,0.16248850056821101,0.9178384387284031
1,MSC,edges,4,15.0,Fz,P4,0.16870109936470998,0.7289009911823742
1,MSC,edges,8,12.0,C3,P7,0.1636471509826541,0.8006629659356781
1,MSC,edges,8,13.0,C3,P3,0.07213699817402805,1.191525795237963
1,MSC,edges,8,17.0,C3,O1,0.18076892978949433,0.9334290716135434
1,MSC,edges,9,10.0,Cz,C4,0.04211754552948968,0.7293854142017532
1,MSC,edges,9,15.0,Cz,P4,0.07525819316292894,0.5806916236829276
1,MSC,edges,9,17.0,Cz,O1,0.18066906357922802,0.5137487130089943
1,MSC,edges,10,11.0,C4,T8,0.15535668852788734,0.5856367453400737
1,MSC,edges,10,15.0,C4,P4,0.059244842126319204,0.8059082056548597
1,MSC,edges,10,18.0,C4,O2,0.16751822365689495,0.7182794631998245
1,MSC,edges,11,16.0,T8,P8,0.16376902614647704,0.7490063119208559
1,MSC,edges,12,14.0,P7,Pz,0.1456260265471953,0.8771335486786375
1,MSC,edges,14,15.0,Pz,P4,0.023430592971278225,0.9738445228760957
1,MSC,edges,14,18.0,Pz,O2,0.06481675206349288,0.49287563988887395
1,MSC,edges,15,16.0,P4,P8,0.04726972989804635,0.700874543949207
1,MSC,edges,16,18.0,P8,O2,0.05129090665176393,0.6933196646321441
1,MSC,ns,13,,P3,,0.1617788524224173,1.1035872480828888
1,MSC,ns,14,,Pz,,0.14331387690417274,0.5500542857382767
2,MSC,edges,3,4.0,F3,Fz,0.19993844514809017,1.2596240371397847
2,MSC,edges,3,8.0,F3,C3,0.16797250974600159,0.8580600771882927
2,MSC,edges,5,8.0,F4,C3,0.19696126906478612,1.0638414064738562
2,MSC,edges,5,9.0,F4,Cz,0.12091804305026817,0.7137872335638116
2,MSC,edges,7,12.0,T7,P7,0.14463084303297857,0.8306128721239886
2,MSC,edges,7,13.0,T7,P3,0.16805831379711259,0.6060129087422871
2,MSC,edges,8,10.0,C3,C4,0.1489581346561386,0.6787363302757266
2,MSC,edges,9,10.0,Cz,C4,0.04919377714571002,0.6149339650280117
2,MSC,edges,10,11.0,C4,T8,0.13013458956204427,0.8537436450450337
2,MSC,edges,10,13.0,C4,P3,0.17809111090883192,0.6542455701591305
2,MSC,edges,10,14.0,C4,Pz,0.10608804615468291,0.5999649741985185
2,MSC,edges,12,17.0,P7,O1,0.07720163323140916,0.663835359647043
2,MSC,edges,12,18.0,P7,O2,0.16255316442584133,0.831958214874585
2,MSC,edges,13,15.0,P3,P4,0.11701845626764015,0.8996500343063472
2,MSC,edges,14,16.0,Pz,P8,0.13202192434683402,0.7102606286548818
2,MSC,edges,14,17.0,Pz,O1,0.08771326747090832,0.614575181388114
2,MSC,edges,15,16.0,P4,P8,0.05981677209788705,0.8853202618019202
2,MSC,edges,15,17.0,P4,O1,0.13259753276650726,0.9032223054073648
2,MSC,edges,16,18.0,P8,O2,0.1044977943086066,0.9103809559152884
2,MSC,ns,8,,C3,,0.16771990868283748,0.854413673097564
2,MSC,ns,9,,Cz,,0.14226187152816333,0.7472861611191394
2,MSC,ns,10,,C4,,0.15961443392585242,0.6972219081835718
2,MSC,ns,14,,Pz,,0.14731271692305262,0.6848459840191254
5,MSC,edges,4,9.0,Fz,Cz,0.05841250241093336,0.9716580542569933
5,MSC,edges,5,10.0,F4,C4,0.08966547046788614,0.9701321599539263
5,MSC,edges,7,13.0,T7,P3,0.12264990187102398,0.7544236715967093
5,MSC,edges,8,13.0,C3,P3,0.04997767545236033,0.8570847253140879
5,MSC,edges,8,17.0,C3,O1,0.14689537106586725,1.5674130030824789
5,MSC,edges,10,16.0,C4,P8,0.11655005621918176,0.9456443964732417
5,MSC,edges,14,16.0,Pz,P8,0.1301561413925592,1.3373810796596972
5,MSC,edges,14,18.0,Pz,O2,0.07141067873744854,0.7582202122553889
5,MSC,edges,15,16.0,P4,P8,0.07422829335814171,1.6799428551886364
5,MSC,ns,4,,Fz,,0.12752965912198838,0.8113922965874152
5,MSC,ns,8,,C3,,0.13327891636329806,1.889967087976023
5,MSC,ns,15,,P4,,0.1267179754174438,0.8676579413316484
9,MSC,edges,3,7.0,F3,T7,0.16465275972546015,0.7130595161235489
9,MSC,edges,4,14.0,Fz,Pz,0.2067582435525498,1.1600619329936692
9,MSC,edges,5,8.0,F4,C3,0.20285953936236603,0.7239560238830863
9,MSC,edges,5,10.0,F4,C4,0.1258375335088143,0.9578778094686431
9,MSC,edges,7,8.0,T7,C3,0.08894562807033417,0.7150765625893868
9,MSC,edges,7,13.0,T7,P3,0.12991353150363957,0.6246044982476524
9,MSC,edges,8,9.0,C3,Cz,0.07095627493663469,0.9706115733381915
9,MSC,edges,8,10.0,C3,C4,0.2127630312575209,0.6900059551702715
9,MSC,edges,8,12.0,C3,P7,0.15801691056262196,0.8221628455744565
9,MSC,edges,8,13.0,C3,P3,0.07367223582643032,1.3990778981431364
9,MSC,edges,8,14.0,C3,Pz,0.12233379495560259,1.527700549526606
9,MSC,edges,15,18.0,P4,O2,0.07558251182959874,0.905045587492232
9,MSC,ns,4,,Fz,,0.14791773690216442,0.7964647797131901
9,MSC,ns,9,,Cz,,0.1368005167648419,0.9313021916142155
9,MSC,ns,13,,P3,,0.14466122081788735,0.6053868071692448
21,MSC,edges,0,1.0,FP1,FP2,0.13862841333424505,0.7186937147156172
21,MSC,edges,0,4.0,FP1,Fz,0.1216713202129634,0.7402377960355506
21,MSC,edges,1,4.0,FP2,Fz,0.07709241969719373,0.8183906249503635
21,MSC,edges,1,9.0,FP2,Cz,0.10061073826775865,0.8443015278906367
21,MSC,edges,2,3.0,F7,F3,0.10853224892672053,1.6388508059759175
21,MSC,edges,3,5.0,F3,F4,0.06844307966224356,1.2394963873386504
21,MSC,edges,3,8.0,F3,C3,0.1102068056863944,1.0726493168593414
21,MSC,edges,4,6.0,Fz,F8,0.11246783610422348,0.9355474649455153
21,MSC,edges,4,8.0,Fz,C3,0.12246821803078323,2.3987754221626245
21,MSC,edges,5,10.0,F4,C4,0.13158006355785262,2.1876593262960053
21,MSC,edges,8,12.0,C3,P7,0.13531893371930703,0.9310977790579502
21,MSC,edges,8,13.0,C3,P3,0.07159043726899797,0.8996525425223041
21,MSC,edges,8,14.0,C3,Pz,0.10248922773368085,1.0640890888032384
21,MSC,edges,9,10.0,Cz,C4,0.06622410350054884,3.0575674272691673
21,MSC,edges,10,14.0,C4,Pz,0.07898988806390272,1.2281034026602438
21,MSC,edges,10,16.0,C4,P8,0.1340015562021845,0.8034658663807936
21,MSC,edges,12,13.0,P7,P3,0.06423897091303277,0.7096530341638536
21,MSC,edges,12,14.0,P7,Pz,0.1301638418534392,0.8123432844147058
21,MSC,edges,14,15.0,Pz,P4,0.04202476016634571,0.7965096916357108
21,MSC,edges,15,16.0,P4,P8,0.049213116603625234,1.1145508272771107
21,MSC,ns,8,,C3,,0.10185772556241361,0.910624053150771
21,MSC,ns,9,,Cz,,0.0778777396286481,0.6011048564292164
31,MSC,edges,0,4.0,FP1,Fz,0.09084613450241612,0.7800556008936531
31,MSC,edges,1,5.0,FP2,F4,0.08384505774155045,0.5337319016176798
31,MSC,edges,2,4.0,F7,Fz,0.13994979110598132,0.8335950781711952
31,MSC,edges,3,5.0,F3,F4,0.12356267039096869,0.5474702566121152
31,MSC,edges,3,8.0,F3,C3,0.10929852696785242,1.0305955473315802
31,MSC,edges,4,5.0,Fz,F4,0.04761335296213127,1.350510716755207
31,MSC,edges,5,6.0,F4,F8,0.06011967921464552,0.6037565534553948
31,MSC,edges,5,9.0,F4,Cz,0.10076167222545457,0.5661381108696565
31,MSC,edges,5,10.0,F4,C4,0.11473773372557358,0.8204930734082437
31,MSC,edges,7,13.0,T7,P3,0.14051408642515653,1.4339302832651408
31,MSC,edges,8,9.0,C3,Cz,0.0782354071612768,0.6569825485605184
31,MSC,edges,8,13.0,C3,P3,0.087202759426449,0.6155137997512128
31,MSC,edges,9,13.0,Cz,P3,0.12472880041382889,0.5438063857074209
31,MSC,edges,10,15.0,C4,P4,0.07472029769233633,0.8029679774682005
31,MSC,edges,11,15.0,T8,P4,0.12341795240959985,0.8577586376472772
31,MSC,edges,11,16.0,T8,P8,0.15098384992642483,0.5325278906032563
31,MSC,edges,12,17.0,P7,O1,0.1000621968901985,0.8623263524373874
31,MSC,edges,13,17.0,P3,O1,0.11723989621533046,1.0326642626642542
31,MSC,ns,5,,F4,,0.14642010390663898,1.00964949526383
31,MSC,ns,9,,Cz,,0.1301632097440274,0.5484181264846343
34,MSC,edges,4,8.0,Fz,C3,0.16848541094486313,1.1201600486607097
34,MSC,edges,8,9.0,C3,Cz,0.08039168680128714,0.8552786614817462
34,MSC,edges,9,10.0,Cz,C4,0.07892491245033174,1.6645091845938997
34,MSC,edges,10,15.0,C4,P4,0.06214988681617746,0.8665493135977937
34,MSC,edges,10,18.0,C4,O2,0.16687679905071812,0.8204944532490313
34,MSC,edges,12,13.0,P7,P3,0.0682499332814871,1.0484927248136902
34,MSC,edges,12,14.0,P7,Pz,0.14537364794419566,0.9202593311699162
34,MSC,edges,13,15.0,P3,P4,0.13493457341216328,0.8141093973527813
34,MSC,edges,13,17.0,P3,O1,0.10824743536679417,1.1037755591832128
34,MSC,edges,14,17.0,Pz,O1,0.10203517383463157,1.408065965194675
34,MSC,edges,17,18.0,O1,O2,0.09271934575924155,0.8350431204922528
34,MSC,ns,10,,C4,,0.10157788561719719,1.5660042063449044
34,MSC,ns,14,,Pz,,0.09435327364750049,1.1417465901447401
34,MSC,ns,15,,P4,,0.09348244241142653,1.12185452964882
39,MSC,edges,0,2.0,FP1,F7,0.07856541741628592,0.9041774948754632
39,MSC,edges,0,3.0,FP1,F3,0.07620988115685619,0.9099922103731048
39,MSC,edges,1,2.0,FP2,F7,0.1313047952102765,1.0587556203469428
39,MSC,edges,1,3.0,FP2,F3,0.11352704363883334,0.9237470577041758
39,MSC,edges,3,5.0,F3,F4,0.10735037914547707,1.6202633545671468
39,MSC,edges,4,5.0,Fz,F4,0.05101832175598957,1.264408674325728
39,MSC,edges,4,6.0,Fz,F8,0.11652598954567808,1.5699334046030844
39,MSC,edges,5,9.0,F4,Cz,0.13234304436505018,1.133523681765289
39,MSC,edges,5,10.0,F4,C4,0.12963878280984978,2.6694056767645873
39,MSC,edges,9,10.0,Cz,C4,0.0936907899115985,2.0906476813053168
39,MSC,edges,9,14.0,Cz,Pz,0.059036356965577144,1.724941016609272
39,MSC,edges,10,14.0,C4,Pz,0.11812421684431312,1.5672216614501049
39,MSC,edges,10,15.0,C4,P4,0.06614738264123199,1.2329440790287327
39,MSC,edges,11,16.0,T8,P8,0.1386310254024929,0.9464940779790453
39,MSC,edges,15,16.0,P4,P8,0.05252032155476778,0.8978198915013424
39,MSC,edges,16,18.0,P8,O2,0.0632699325808293,0.944669072632685
39,MSC,ns,3,,F3,,0.09599927577764075,1.131052648134002
39,MSC,ns,5,,F4,,0.09940784141726176,1.0528517442254932
39,MSC,ns,14,,Pz,,0.09340727342458212,1.3872368604643865
1,CMI,edges,3,4.0,F3,Fz,0.1747463678063275,0.41633678746750924
1,CMI,edges,3,5.0,F3,F4,0.29498267918052484,0.473780146901353
1,CMI,edges,3,13.0,F3,P3,0.32452835511915956,0.49441490101847124
1,CMI,edges,4,5.0,Fz,F4,0.1783173154353906,1.2153180369458327
1,CMI,edges,8,14.0,C3,Pz,0.24192747402618597,0.6901032487100562
1,CMI,edges,9,10.0,Cz,C4,0.15348248847395324,0.5416869313177306
1,CMI,edges,9,18.0,Cz,O2,0.32410035925986036,0.5170484050739179
1,CMI,edges,10,13.0,C4,P3,0.2928964750287061,0.7433927828194179
1,CMI,edges,12,13.0,P7,P3,0.21265427221676952,0.5428408260599832
1,CMI,edges,13,14.0,P3,Pz,0.1343177049630283,0.5895487477505652
1,CMI,edges,13,15.0,P3,P4,0.21117407584617065,0.7067857943360331
1,CMI,edges,13,17.0,P3,O1,0.1708819119325262,0.6263017320457935
1,CMI,edges,14,15.0,Pz,P4,0.13255979274198126,0.4702328719554193
1,CMI,edges,14,16.0,Pz,P8,0.23240843820629792,1.081622331923577
1,CMI,edges,14,17.0,Pz,O1,0.20023747135739703,0.5541270700271553
1,CMI,edges,14,18.0,Pz,O2,0.1914621583011934,0.775642263910817
1,CMI,edges,15,18.0,P4,O2,0.18366967018851754,0.45028825037927683
1,CMI,edges,16,17.0,P8,O1,0.32912436311876114,0.40879451359230284
1,CMI,edges,16,18.0,P8,O2,0.17022122821420313,0.6503783149733655
1,CMI,edges,17,18.0,O1,O2,0.2138759320281775,0.5071134980235988
1,CMI,ns,9,,Cz,,0.26358860487749614,0.371387243710375
1,CMI,ns,10,,C4,,0.28082138401351153,0.5144854252852593
1,CMI,ns,13,,P3,,0.2831447873028361,0.5497245999334188
1,CMI,ns,14,,Pz,,0.2593513388291221,0.6491025618611873
1,CMI,ns,15,,P4,,0.2675215172701815,0.6271385384863375
2,CMI,edges,3,9.0,F3,Cz,0.37081396825209667,0.6724743582786284
2,CMI,edges,4,5.0,Fz,F4,0.20524451904654759,0.7722964884447767
2,CMI,edges,4,10.0,Fz,C4,0.22827865518457593,0.888731592680188
2,CMI,edges,5,8.0,F4,C3,0.3364450237653273,1.53145913213978
2,CMI,edges,5,9.0,F4,Cz,0.24061873896760924,0.9168252506529966
2,CMI,edges,5,10.0,F4,C4,0.22133328382414977,0.7290400251269682
2,CMI,edges,5,11.0,F4,T8,0.34881682435493944,1.4634919925985395
2,CMI,edges,7,12.0,T7,P7,0.2807635359558494,0.8286960188968833
2,CMI,edges,8,10.0,C3,C4,0.2921229657846055,1.2125327567124993
2,CMI,edges,8,15.0,C3,P4,0.34913966104337324,0.7261241206584654
2,CMI,edges,9,10.0,Cz,C4,0.1597264408820132,0.7067682324083862
2,CMI,edges,10,11.0,C4,T8,0.25076617442366267,1.48921207326846
2,CMI,edges,10,14.0,C4,Pz,0.237751084519159,0.6718636786129114
2,CMI,edges,10,15.0,C4,P4,0.19241493460573805,1.3160550312617683
2,CMI,edges,10,16.0,C4,P8,0.28838824721164186,0.7772650516330988
2,CMI,edges,15,16.0,P4,P8,0.20493914479986336,0.7376847006448425
2,CMI,edges,15,17.0,P4,O1,0.3090476703024012,0.8579891590027802
2,CMI,ns,9,,Cz,,0.26378825241691617,1.0318229455601928
2,CMI,ns,10,,C4,,0.28103040674290103,0.8193583872435518
2,CMI,ns,13,,P3,,0.2914298508687966,1.1538240731860632
2,CMI,ns,15,,P4,,0.28668727205518146,0.7844643438319177
5,CMI,edges,3,8.0,F3,C3,0.20182001128840965,1.2546908324989157
5,CMI,edges,3,9.0,F3,Cz,0.20083701316423894,0.9794801796183272
5,CMI,edges,3,10.0,F3,C4,0.2803978983356272,1.0041893516132592
5,CMI,edges,3,14.0,F3,Pz,0.2817391220328695,0.8822967995643698
5,CMI,edges,4,15.0,Fz,P4,0.27629072070158317,1.180306144102768
5,CMI,edges,5,9.0,F4,Cz,0.22103418802236374,1.5034233747458687
5,CMI,edges,8,13.0,C3,P3,0.15085688679971496,1.2521950311547472
5,CMI,edges,8,15.0,C3,P4,0.24444939167841828,0.8746799802684875
5,CMI,edges,9,13.0,Cz,P3,0.1787899677859378,1.6732011212729563
5,CMI,edges,9,15.0,Cz,P4,0.18691690704479985,1.0354675064044854
5,CMI,edges,10,13.0,C4,P3,0.25917887392190964,0.9913128911408586
5,CMI,edges,12,14.0,P7,Pz,0.21877271601514053,1.2601987165846307
5,CMI,edges,14,17.0,Pz,O1,0.20446783402666577,0.888697031034689
5,CMI,ns,8,,C3,,0.23475513119696437,1.0000405343213508
5,CMI,ns,15,,P4,,0.2228142401995504,0.9517002383359504
9,CMI,edges,1,4.0,FP2,Fz,0.2912127397249704,0.8617371188111821
9,CMI,edges,3,4.0,F3,Fz,0.11258603940266779,1.3678115103209842
9,CMI,edges,3,10.0,F3,C4,0.3353883863477187,1.0515579161660011
9,CMI,edges,4,8.0,Fz,C3,0.21384050008729213,0.8816306508801635
9,CMI,edges,4,10.0,Fz,C4,0.22655544327761407,1.0064223446768708
9,CMI,edges,4,14.0,Fz,Pz,0.3526033736179183,1.1009813406081825
9,CMI,edges,5,10.0,F4,C4,0.21863547778520567,0.9598795110523743
9,CMI,edges,8,10.0,C3,C4,0.3390369671935991,0.8585853671650088
9,CMI,edges,9,15.0,Cz,P4,0.2372781143017479,1.4253932046131548
9,CMI,edges,13,15.0,P3,P4,0.2678249433745946,1.0375002575320682
9,CMI,edges,13,18.0,P3,O2,0.2776895574097301,0.9207851827693346
9,CMI,edges,16,18.0,P8,O2,0.3023853746533822,0.9834044912834485
9,CMI,edges,17,18.0,O1,O2,0.2043405202543811,0.8454339537587416
9,CMI,ns,4,,Fz,,0.21365925947299264,0.7604687184972413
9,CMI,ns,9,,Cz,,0.21490215593452539,0.7510835702297952
21,CMI,edges,0,5.0,FP1,F4,0.18875909109691083,1.162990530527974
21,CMI,edges,1,9.0,FP2,Cz,0.16048853474183394,0.799585677594681
21,CMI,edges,4,5.0,Fz,F4,0.07635783948893837,0.7608808399653789
21,CMI,edges,7,12.0,T7,P7,0.2337848790933134,0.8618166677734069
21,CMI,edges,8,14.0,C3,Pz,0.1781531498855708,0.7762108733231066
21,CMI,edges,9,10.0,Cz,C4,0.14275524227750583,1.1566534148105818
21,CMI,edges,9,15.0,Cz,P4,0.2026079101401541,1.0039198829928995
21,CMI,edges,13,17.0,P3,O1,0.14073413669955143,0.7182135291826175
21,CMI,edges,15,16.0,P4,P8,0.13387777943396706,1.0833934496508295
21,CMI,edges,15,17.0,P4,O1,0.21573888788329582,0.8970941406945374
21,CMI,ns,1,,FP2,,0.13208063991758823,0.8623024992636765
21,CMI,ns,5,,F4,,0.12121141300064861,0.6620141178869425
31,CMI,edges,0,3.0,FP1,F3,0.17402700849392,1.2034927931510755
31,CMI,edges,2,3.0,F7,F3,0.1526429458789765,0.7467325477671294
31,CMI,edges,2,4.0,F7,Fz,0.21511312182504932,0.7162473682059969
31,CMI,edges,3,8.0,F3,C3,0.25620505417427414,1.1768958187034926
31,CMI,edges,5,9.0,F4,Cz,0.18580947463968625,1.4679231656768659
31,CMI,edges,5,10.0,F4,C4,0.2593714194209685,0.896343610075953
31,CMI,edges,7,8.0,T7,C3,0.19269108691020378,0.860730561270914
31,CMI,edges,8,9.0,C3,Cz,0.18051073611129362,1.1425690638203316
31,CMI,edges,9,13.0,Cz,P3,0.21851025202175914,1.1184140056772376
31,CMI,edges,9,15.0,Cz,P4,0.219128149170013,0.7973771491789701
31,CMI,edges,12,13.0,P7,P3,0.16952653170396043,1.0777531996118976
31,CMI,edges,16,18.0,P8,O2,0.17677465959775462,0.8960088394051432
